Strontium	Sr	38	87.62	2630	1050.15	1655.15	Solid	1050	1655	\N	\N	8	137	\N	\N	\N	\N	35	2.25e-05	6980	3.3316e-05	\N	1500000	\N	\N	6.1e+09	\N	0.28	\N	\N	2	0.95	5.03	\N	\N	4.2	1383	EU231-133-4	\N	\N	\N	\N	\N	s	2	5	[Rn]5f146d107s27p3	Silver	\N	CAS7440-24-6	CID104798	Gmelin16302	\N	Conductor	7700000	1.3e-07	\N	Paramagnetic	\N	-2.5e-09	-2.19e-10	-6.58e-06	4e-06	5e-06	0.00087	0.036	0.00081	0.00046	2.19e-10	1.92e-10	\N	Fm_\n3m	225	Inf	Inf	\N	1S0	1.2	0.0005	5	2	4abc392a-089f-4eb0-b1b6-31142d05a515
Yttrium	Y	39	88.90585	4472	1799.15	3618.15	Solid	1799	3618	\N	\N	11.4	380	\N	192	\N	\N	17	1.06e-05	4240	1.9881e-05	5.89e+08	\N	\N	4.1e+10	2.6e+10	6.4e+10	0.24	\N	3300	3	1.22	29.6	\N	\N	4.1	3089	EU231-174-8	2	\N	\N	RTECSFK4850000	\N	d	3	5	[Xe]4f15d16s2	Silver	\N	CAS7440-65-5	CID23993	Gmelin16319	\N	Conductor	1800000	5.6e-07	1.3	\N	\N	6.66e-08	5.921e-09	0.0002978	7e-07	1e-06	0.00019	0.0029	1.3e-09	\N	2.12e-10	1.62e-10	\N	P63/mmc	194	Inf	Inf	\N	2D3/2	1.28	0.0006	5	3	45980d1f-3d20-469b-b2bd-9a96a38c6156
Zirconium	Zr	40	91.224	6511	2128.15	4682.15	Solid	2128	4682	\N	\N	21	580	\N	193	\N	\N	23	5.7e-06	5800	1.4011e-05	6.5e+08	5e+06	9.03e+08	\N	3.3e+10	6.8e+10	0.34	\N	3800	4	1.33	41.1	\N	\N	4.2	2008	EU231-176-9	1	1	0	\N	\N	d	4	5	[Xe]4f36s2	Silver	\N	CAS7440-67-7	CID23995	Gmelin16322	\N	Conductor	2400000	4.2e-07	0.61	Paramagnetic	\N	1.66e-08	1.514e-09	0.0001081	5e-06	4e-06	0.00066	0.013	2.6e-09	5e-06	2.06e-10	1.48e-10	\N	P63/mmc	194	Inf	Inf	\N	3F2	0.184	0.00066	5	4	1360360d-d5d4-46d3-ab34-9805a9a82928
Niobium	Nb	41	92.90638	8570	2750.15	5017.15	Solid	2750	5017	\N	\N	26.8	690	\N	190	\N	\N	54	7.3e-06	\N	1.0841e-05	7.36e+08	6e+06	1.32e+09	1.7e+11	3.8e+10	1.05e+11	0.4	\N	3480	5	1.6	86.1	\N	\N	\N	\N	EU231-113-5	\N	\N	\N	RTECSQO8575000	\N	d	5	5	[Xe]4f46s2	Gray	\N	CAS7440-03-1	CID23936	Gmelin16213	\N	Conductor	6700000	1.5e-07	9.25	\N	\N	2.81e-08	2.611e-09	0.0002408	2e-07	4e-07	1.9e-05	0.0017	1e-10	\N	1.98e-10	1.37e-10	\N	Im_\n3m	229	Inf	Inf	\N	6D1/2	1.15	0.0004	5	5	cdde2820-08f8-4e29-945d-a9a6c70b08ff
Molybdenum	Mo	42	95.94	10280	2896.15	4912.15	Solid	2896	4912	67000000	\N	36	600	\N	3570	\N	\N	139	4.8e-06	9330	9.333e-06	1.5e+09	5500000	1.53e+09	2.3e+11	2e+10	3.29e+11	0.31	\N	6190	6	2.16	71.9	\N	\N	4.1	3089	EU231-107-2	3	1	0	RTECSOJ5540000	\N	d	6	5	[He]2s1	Gray	\N	CAS7439-98-7	CID23932	Gmelin16205	NSC600660	Conductor	2e+07	5e-08	0.915	Paramagnetic	\N	1.17e-08	1.122e-09	0.0001203	5e-07	9e-07	0.00012	0.00011	1e-06	1e-05	1.9e-10	1.45e-10	\N	Im_\n3m	229	Inf	Inf	\N	7S3	2.6	0.0009	5	6	7b5706e6-c87c-4bda-8002-c1cafd447d39
Technetium	Tc	43	98	11500	2430.15	4538.15	Solid	2430	4538	\N	\N	23	550	\N	182	\N	\N	51	\N	\N	8.522e-06	\N	\N	\N	\N	\N	\N	\N	\N	\N	7	1.9	53	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	d	7	5	[Xe]4f76s2	Silver	\N	CAS7440-26-8	\N	\N	\N	Conductor	5e+06	2e-07	7.8	\N	\N	3.42e-08	3.352e-09	0.0003933	\N	0	0	0	0	0	1.83e-10	1.56e-10	\N	P63/mmc	194	1.299448e+14	1.898708e+14	BetaDecay	6S5/2	22	\N	5	7	10f60b5e-932c-4503-8d0a-837766c125e8
Ruthenium	Ru	44	101.07	12370	2607.15	4423.15	Solid	2607	4423	\N	\N	25.7	580	\N	710	\N	\N	120	6.4e-06	10650	8.1706e-06	2.16e+09	6500000	\N	2.2e+11	1.73e+11	4.47e+11	0.3	\N	5970	6	2.2	101.3	\N	\N	4.1	3089	EU231-127-1	\N	\N	\N	RTECSFF5250100	\N	d	8	5	[He]2s22p2	Silver	\N	CAS7440-18-8	CID23950	Gmelin16241	\N	Conductor	1.4e+07	7.1e-08	0.49	Paramagnetic	\N	5.4e-09	5.46e-10	6.68e-05	4e-07	5e-07	8.1e-05	9.9e-08	7e-11	\N	1.78e-10	1.26e-10	\N	P63/mmc	194	Inf	Inf	\N	5F5	2.6	0.0009	5	8	9f4659c4-a263-451f-aa11-7e4aeed96153
Rhodium	Rh	45	102.9055	12450	2237.15	3968.15	Solid	2237	3968	\N	\N	21.7	495	\N	167	\N	\N	150	8.2e-06	10700	8.2655e-06	1.1e+09	6e+06	1.246e+09	3.8e+11	1.5e+11	2.75e+11	0.26	\N	4700	6	2.28	109.7	\N	\N	4.1	3089	EU231-125-0	\N	\N	\N	\N	\N	d	9	5	[Xe]4f106s2	Silver	\N	CAS7440-16-6	CID23948	Gmelin16245	\N	Conductor	2.3e+07	4.3e-08	\N	Paramagnetic	\N	1.32e-08	1.358e-09	0.0001643	6e-08	2e-07	1.8e-05	7e-08	\N	\N	1.73e-10	1.35e-10	\N	Fm_\n3m	225	Inf	Inf	\N	4F9/2	145	0.063	5	9	47b21844-cd8d-43bb-9791-cf444a3b2c87
Palladium	Pd	46	106.42	12023	1828.05	3236.15	Solid	1828.05	3236	5172000	\N	16.7	380	\N	824	\N	\N	72	1.18e-05	10380	8.8514e-06	37300000	4750000	4.61e+08	1.8e+11	4.4e+10	1.21e+11	0.39	\N	3070	4	2.2	53.7	\N	\N	4.2	3200	EU231-115-6	0	1	0	RTECSLM6475000	\N	d	10	5	[He]2s22p5	Silver	\N	CAS7440-05-3	CID23938	Gmelin16239	\N	Conductor	1e+07	1e-07	\N	Paramagnetic	\N	6.57e-08	6.992e-09	0.0007899	2e-07	3e-07	6.6e-05	6.3e-07	\N	\N	1.69e-10	1.31e-10	1.63e-10	Fm_\n3m	225	Inf	Inf	\N	1S0	6.9	0.0023	5	10	fefedd20-8b7c-4b99-9106-145004769f1b
Silver	Ag	47	107.8682	10490	1234.93	2435.15	Solid	1234.93	2435	\N	\N	11.3	255	\N	160	\N	\N	430	1.89e-05	9320	1.0283e-05	24500000	2500000	2.51e+08	1e+11	3e+10	8.3e+10	0.37	\N	2600	2	1.93	125.6	\N	\N	\N	\N	EU231-131-3	0	1	0	\N	Argentum	d	11	5	[Xe]4f136s2	Silver	\N	CAS7440-22-4	CID104755	Gmelin1253	\N	Conductor	6.2e+07	1.6e-08	\N	Diamagnetic	\N	-2.3e-09	-2.48e-10	-2.41e-05	6e-08	1e-07	1.4e-05	7.9e-06	1e-08	\N	1.65e-10	1.53e-10	1.72e-10	Fm_\n3m	225	Inf	Inf	\N	2S1/2	63.6	0.02	5	11	a832bdc3-a64f-4627-bc8c-e083476c8cf6
Cadmium	Cd	48	112.411	8650	594.22	1040.15	Solid	594.22	1040	\N	\N	6.3	100	\N	1020	\N	\N	97	3.08e-05	7996	1.2995e-05	2.03e+08	2e+06	\N	4.2e+10	1.9e+10	5e+10	0.3	\N	2310	2	1.69	0	523.15	\N	6.1	2570	EU231-152-8	2	2	0	RTECSOM3850000	\N	d	12	5	[Ne]3s2	Silver	\N	CAS7440-43-9	CID23973	Gmelin16276	\N	Conductor	1.4e+07	7e-08	0.517	Diamagnetic	\N	-2.3e-09	-2.59e-10	-1.99e-05	2e-07	6e-07	4.4e-05	1.5e-05	5e-09	7e-05	1.61e-10	1.48e-10	1.58e-10	P63/mmc	194	Inf	Inf	\N	1S0	2450	1.4	5	12	7202d6df-94a5-4376-b5ee-90f8e9fc9d75
Indium	In	49	114.818	7310	429.75	2345.15	Solid	429.75	2345	\N	\N	3.26	230	\N	144	\N	\N	82	3.21e-05	7020	1.5707e-05	8830000	1200000	\N	\N	\N	1.1e+10	\N	\N	1215	3	1.78	28.9	\N	\N	4.1	3089	EU231-180-0	\N	\N	\N	RTECSMG4600000	\N	p	13	5	[Xe]4f145d26s2	Silver	\N	CAS7440-74-6	CID5359967	Gmelin1081	\N	Conductor	1.2e+07	8e-08	3.41	Diamagnetic	\N	-1.4e-09	-1.61e-10	-1.02e-05	3e-08	4e-07	4.4e-06	1.6e-05	1e-11	\N	1.56e-10	1.44e-10	1.93e-10	I4/mmm	139	Inf	Inf	\N	2P1/2	194	0.06	5	13	bb8f9bf1-0b9f-4d05-94c4-a88afa769ad3
Tin	Sn	50	118.71	7310	505.08	2875.15	Solid	505.08	2875	\N	\N	7	290	\N	769.7	\N	\N	67	2.2e-05	6990	1.6239e-05	5.1e+07	1500000	\N	5.8e+10	1.8e+10	5e+10	0.36	\N	2500	4	1.96	107.3	903.15	\N	\N	\N	EU231-141-8	3	1	3	RTECSTH3500000	Stannum	p	14	5	[Ne]3s23p3	Silver	\N	CAS7440-31-5	CID5352426	Gmelin16300	\N	Conductor	9100000	1.1e-07	3.72	Paramagnetic	\N	-3.1e-09	-3.68e-10	-2.27e-05	4e-07	9e-07	0.00012	0.00022	1e-09	2e-05	1.45e-10	1.41e-10	2.17e-10	I41/amd	141	Inf	Inf	\N	3P0	0.63	0.0002	5	14	659d7535-c536-437f-8711-5a83b5e4c559
Antimony	Sb	51	121.76	6697	903.78	1860.15	Solid	903.78	1860	\N	\N	19.7	68	\N	137	\N	\N	24	1.1e-05	6530	1.8181e-05	2.94e+08	3e+06	\N	4.2e+10	2e+10	5.5e+10	\N	\N	3420	5	2.05	103.2	\N	\N	\N	\N	\N	\N	\N	\N	RTECSVI0780000	Stibium	p	15	5	[Xe]4f145d56s2	Silver	\N	CAS7440-36-0	\N	\N	\N	Conductor	2500000	4e-07	\N	Diamagnetic	\N	-1.09e-08	-1.327e-09	-7.3e-05	4e-08	1e-07	1.2e-05	2e-05	2e-08	\N	1.33e-10	1.38e-10	\N	R_\n3m	166	Inf	Inf	\N	4S3/2	5.4	0.0016	5	15	997aaf61-2f82-4e7a-971e-083f24a0acf5
Tellurium	Te	52	127.6	6240	722.66	1261.15	Solid	722.66	1261	4898000	\N	17.5	48	\N	520.33	\N	\N	3	\N	5700	2.0449e-05	1.8e+08	2250000	\N	6.5e+10	1.6e+10	4.3e+10	\N	1.000991	2610	6	2.1	190.2	613.15	\N	6.1	2811	EU236-813-4	0	2	0	RTECSCF2300000	\N	p	16	5	[Ne]3s23p6	Silver	\N	CAS13494-80-9	CID6327182	Gmelin1153	NSC8956	Semiconductor	10000	1e-04	\N	Diamagnetic	\N	-3.9e-09	-4.98e-10	-2.43e-05	9e-07	\N	0.00021	9.9e-08	\N	\N	1.23e-10	1.35e-10	2.06e-10	P3121	152	Inf	Inf	\N	3P2	5.4	0.0013	5	16	6a749b94-4648-4f76-81f4-d28609434cf2
Iodine	I	53	126.90447	4940	386.85	457.45	Solid	386.85	457.4	\N	819	7.76	20.9	\N	133	\N	\N	0.449	\N	\N	2.5689e-05	\N	\N	\N	7.7e+09	\N	\N	\N	\N	\N	7	2.66	295.2	\N	\N	8	1759	EU231-442-4	0	3	0	RTECSTP2160000	\N	p	17	5	[Xe]4f145d96s1	SlateGray	\N	CAS7553-56-2	CID807	Gmelin1160	NSC42355	Insulator	1e-07	1e+07	\N	\N	\N	-4.5e-09	-5.71e-10	-2.22e-05	1e-07	\N	2.5e-05	4.9e-05	6e-06	2e-05	1.15e-10	1.33e-10	1.98e-10	Cmca	64	Inf	Inf	\N	2P3/2	6.2	0.0018	5	17	477a65e3-27cc-4d5e-8621-be9a4d411a89
Xenon	Xe	54	131.293	5.9	161.35	165.15	Gas	161.3	165.1	\N	289.77	2.3	12.64	\N	567	5/3	\N	0.00565	\N	\N	0.0223	\N	\N	\N	\N	\N	\N	\N	1.000702	1090	6	2.6	0	\N	\N	2.2	2591	EU231-172-7	\N	\N	\N	\N	\N	p	18	5	[Ar]3d14s2	Colorless	Monoatomic	CAS7440-63-3	CID23991	Gmelin1125	\N	\N	\N	\N	\N	Diamagnetic	\N	-4.3e-09	-5.65e-10	-2.54e-08	1e-06	\N	\N	2e-09	5e-10	\N	1.08e-10	1.3e-10	2.16e-10	Fm_\n3m	225	Inf	Inf	\N	1S0	25	0.0083	5	18	a5a985ec-1819-44eb-9c33-06d199867106
Cesium	Cs	55	132.90545	1879	301.59	944.15	Solid	301.59	944	\N	1938	2.09	65	\N	129	\N	\N	36	\N	1843	7.0732e-05	140000	2e+05	\N	1.6e+09	\N	1.7e+09	\N	\N	\N	1	0.79	45.5	\N	\N	4.3	1407	EU231-155-4	\N	\N	\N	RTECSXG3425000	Caesium	s	1	6	[Xe]4f145d106s26p1	Silver	\N	CAS7440-46-2	CID5354618	Gmelin15188	\N	Conductor	5e+06	2e-07	\N	\N	\N	-2.8e-09	-3.72e-10	-5.26e-06	8e-08	8e-07	1.4e-05	0.00019	5e-08	2e-06	2.98e-10	2.25e-10	\N	Im_\n3m	229	Inf	Inf	\N	2S1/2	29	0.0077	6	1	3cab2f06-8ab4-45c8-8ae6-3aac6f2a2009
Barium	Ba	56	137.327	3510	1000.15	2143.15	Solid	1000	2143	\N	\N	8	140	\N	448	\N	\N	18	2.06e-05	3338	3.9125e-05	\N	1250000	\N	9.6e+09	4.9e+09	1.3e+10	\N	\N	1620	2	0.89	13.95	\N	\N	4.3	1400	EU231-149-1	1	2	2	RTECSGB4200000	\N	s	2	6	[Ar]3d54s1	Silver	\N	CAS7440-39-3	CID5355457	Gmelin16266	\N	Conductor	2900000	3.5e-07	\N	Paramagnetic	\N	1.13e-08	1.552e-09	3.966e-05	1e-06	1e-06	0.00027	0.034	3e-06	3e-05	2.53e-10	1.98e-10	\N	Im_\n3m	229	Inf	Inf	\N	1S0	1.3	0.00027	6	2	3d70d7fb-2e73-45e7-a81d-50225f376aa1
Lanthanum	La	57	138.9055	6146	1193.15	3737.15	Solid	1193	3737	\N	\N	6.2	400	\N	\N	\N	\N	13	1.21e-05	5940	2.2601e-05	3.63e+08	2500000	4.91e+08	2.8e+10	1.4e+10	3.7e+10	0.28	\N	2475	3	1.1	48	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	6	[Xe]4f145d106s26p4	Silver	\N	CAS7439-91-0	\N	\N	\N	Conductor	1600000	6.1e-07	4.88	\N	\N	1.1e-08	1.528e-09	6.761e-05	2e-07	2e-07	2.8e-05	0.0034	3.4e-10	\N	\N	1.69e-10	\N	P63/mmc	194	Inf	Inf	\N	2D3/2	8.98	0.0023	8.5	3	1759d797-a895-4a79-94cf-c6c728373458
Cerium	Ce	58	140.116	6689	1071.15	3633.15	Solid	1071	3633	\N	\N	5.5	350	\N	421	\N	12.5	11	6.3e-06	6550	2.0947e-05	4.12e+08	2500000	2.7e+08	2.2e+10	1.4e+10	3.4e+10	0.24	\N	2100	4	1.12	50	\N	\N	4.1	1333	EU231-154-9	3	2	2	RTECSGF8750000	\N	f	\N	6	[Ar]3d74s2	Silver	\N	CAS7440-45-1	CID23974	Gmelin16275	NSC158935	Conductor	1400000	7.4e-07	0.022	Paramagnetic	\N	2.2e-07	3.0826e-08	0.0014716	1e-06	4e-07	7.5e-05	0.006	1.2e-10	\N	\N	\N	\N	P63/mmc	194	Inf	Inf	\N	1G4	0.6	0.00021	8.5	4	61b7d242-ed4b-46e0-a6f0-d922f9abeeff
Praseodymium	Pr	59	140.90765	6640	1204.15	3563.15	Solid	1204	3563	\N	\N	6.9	330	\N	\N	\N	\N	13	6.7e-06	6500	2.1221e-05	4.81e+08	\N	4e+08	2.9e+10	1.5e+10	3.7e+10	0.28	\N	2280	4	1.13	50	\N	\N	\N	\N	EU231-120-3	\N	\N	\N	\N	\N	f	\N	6	[Rn]7s1	Silver	\N	CAS7440-10-0	CID23942	Gmelin16238	\N	Conductor	1400000	7e-07	\N	\N	\N	4.23e-07	5.9604e-08	0.0028087	2e-07	1e-07	9.8e-06	0.00086	6e-11	\N	2.47e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	4I9/2	11.4	0.0029	8.5	5	610c7d2d-ea81-492e-9cc5-6f067bbfd9f2
Neodymium	Nd	60	144.24	7010	1294.15	3373.15	Solid	1294	3373	\N	\N	7.1	285	\N	388	\N	19.2	17	9.6e-06	6890	2.0576e-05	2.65e+08	\N	3.43e+08	3.2e+10	1.6e+10	4.1e+10	0.28	\N	2330	3	1.14	50	\N	\N	\N	\N	EU231-109-3	\N	\N	\N	RTECSZG8600000	\N	f	\N	6	[Ar]3d104s2	Silver	\N	CAS7440-00-8	CID23934	Gmelin16212	\N	Conductor	1600000	6.4e-07	\N	Paramagnetic	\N	4.8e-07	6.9235e-08	0.0033648	1e-06	3e-07	5e-05	0.0033	2.8e-10	\N	2.06e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	5I4	49	0.011	8.5	6	3e81e7a2-16ba-43ef-80bd-d1701beb5bfd
Promethium	Pm	61	145	7264	1373.15	3273.15	Solid	1373	3273	\N	\N	7.7	290	\N	118	\N	\N	15	1.1e-05	\N	1.9961e-05	\N	\N	\N	3.3e+10	1.8e+10	4.6e+10	0.28	\N	\N	3	\N	50	\N	\N	\N	\N	\N	\N	\N	\N	RTECSXO6400000	\N	f	\N	6	[Rn]6d27s2	Silver	\N	CAS7440-12-2	\N	\N	\N	Conductor	1300000	7.5e-07	\N	\N	\N	\N	\N	\N	\N	0	0	0	0	0	2.05e-10	\N	\N	\N	\N	559204200	806162400	ElectronCapture	6H5/2	8000	\N	8.5	7	24f7ef60-6a73-48b9-831b-d842883dc9a1
Samarium	Sm	62	150.36	7353	1345.15	2076.15	Solid	1345	2076	\N	\N	8.6	175	\N	328	\N	106	13	1.27e-05	7160	2.0449e-05	4.41e+08	\N	4.12e+08	3.8e+10	2e+10	5e+10	0.27	\N	2130	3	1.17	50	423.15	\N	4.1	1325	EU231-128-7	1	1	1	RTECSCG0525000	\N	f	\N	6	[Ar]3d104s24p3	Silver	\N	CAS7440-19-9	CID23951	Gmelin16301	\N	Conductor	1100000	9.4e-07	\N	Paramagnetic	\N	1.11e-07	1.669e-08	0.00081618	5e-07	1e-07	1.7e-05	0.0006	4.5e-11	\N	2.38e-10	\N	\N	R_\n3m	166	Inf	Inf	\N	7F0	5900	4.7	8.5	8	47f57d77-636f-4ec3-8d2e-299a0ee294b6
Europium	Eu	63	151.964	5244	1095.15	1800.15	Solid	1095	1800	\N	\N	9.2	175	\N	\N	\N	90.5	14	3.5e-05	5130	2.8979e-05	\N	\N	1.67e+08	8.3e+09	7.9e+09	1.8e+10	0.15	\N	\N	3	\N	50	\N	\N	\N	\N	EU231-161-7	\N	\N	\N	\N	\N	f	\N	6	[Rn]5f46d17s2	Silver	\N	CAS7440-53-1	CID23981	Gmelin15985	\N	Conductor	1100000	9e-07	\N	Paramagnetic	\N	2.76e-07	4.1942e-08	0.0014473	5e-08	5e-08	5.9e-06	0.00018	1.3e-11	\N	2.31e-10	\N	\N	Im_\n3m	229	Inf	Inf	\N	8S7/2	4450	0.6	8.5	9	58eafdda-2b0e-4527-9123-a4b89086eb7a
Gadolinium	Gd	64	157.25	7901	1586.15	3523.15	Solid	1586	3523	5500000	\N	10	305	\N	248.05	\N	\N	11	9.4e-06	7400	1.9903e-05	\N	\N	5.7e+08	3.8e+10	2.2e+10	5.5e+10	0.26	\N	2680	3	1.2	50	\N	\N	\N	\N	EU231-162-2	\N	\N	\N	RTECSOC6772500	\N	f	\N	6	[Ar]3d104s24p6	Silver	\N	CAS7440-54-2	CID23982	Gmelin16286	\N	Conductor	770000	1.3e-06	1.083	Ferromagnetic	292	\N	\N	\N	2e-07	2e-07	2.3e-05	0.00052	7e-11	\N	2.33e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	9D2	49000	7.3	8.5	10	c2120e44-b67f-4efc-b4ad-e07e008860fe
Terbium	Tb	65	158.92534	8219	1629.15	3503.15	Solid	1629	3503	\N	\N	10.8	295	\N	\N	\N	230	11	1.03e-05	7650	1.9336e-05	6.77e+08	\N	8.63e+08	3.87e+10	2.2e+10	5.6e+10	0.26	\N	2620	3	\N	50	\N	\N	\N	\N	EU231-137-6	\N	\N	\N	\N	\N	f	\N	6	[Rn]5f76d17s2	Silver	\N	CAS7440-27-9	CID23958	Gmelin16311	\N	Conductor	830000	1.2e-06	\N	Paramagnetic	222	1.36e-05	2.161385e-06	0.1117784	5e-08	1e-08	3.9e-06	9.3e-05	1.4e-11	\N	2.25e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	6H15/2	23	0.009	8.5	11	895431e9-9d04-49c4-99f9-6df52ac9aa6e
Dysprosium	Dy	66	162.5	8551	1685.15	2840.15	Solid	1685	2840	\N	\N	11.1	280	\N	298	\N	178	11	9.9e-06	8370	1.9004e-05	5e+08	\N	5.4e+08	4.1e+10	2.5e+10	6.1e+10	0.25	\N	2710	3	1.22	50	\N	\N	\N	\N	EU231-073-9	\N	\N	\N	RTECSZG2980000	\N	f	\N	6	[Kr]4d15s2	Silver	\N	CAS7429-91-6	CID23912	Gmelin16278	\N	Conductor	1100000	9.1e-07	\N	Paramagnetic	87	5.45e-06	8.85625e-07	0.046603	2e-07	2e-07	2.7e-05	0.00062	9.1e-11	\N	2.28e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	5I8	1010	0.2	8.5	12	6e50ec90-74fe-40bd-968b-dd2fc02ec2c1
Holmium	Ho	67	164.93032	8795	1747.15	2973.15	Solid	1747	2973	\N	\N	17	265	\N	\N	\N	132	16	1.12e-05	8340	1.8753e-05	7.46e+08	\N	4.81e+08	4e+10	2.6e+10	6.5e+10	0.23	\N	2760	3	1.23	50	\N	\N	4.1	3089	EU231-169-0	\N	\N	\N	\N	\N	f	\N	6	[Rn]5f117s2	Silver	\N	CAS7440-60-0	CID23988	Gmelin16291	\N	Conductor	1100000	9.4e-07	\N	Paramagnetic	20	5.49e-06	9.05467e-07	0.0482845	5e-08	0	5.9e-06	0.00012	2.2e-11	\N	2.26e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	4I15/2	65	0.015	8.5	13	6f9818d5-f7a9-47cd-b597-c99619bd4f52
Erbium	Er	68	167.259	9066	1770.15	3141.15	Solid	1770	3141	\N	\N	19.9	285	\N	251	\N	82	15	1.22e-05	8860	1.8449e-05	8.14e+08	\N	5.89e+08	4.4e+10	2.8e+10	7e+10	0.24	\N	2830	3	1.24	50	\N	\N	\N	\N	EU231-160-1	\N	\N	\N	RTECSQA4680000	\N	f	\N	6	[Kr]4d55s1	Silver	\N	CAS7440-52-0	CID23980	Gmelin16280	\N	Conductor	1200000	8.6e-07	\N	Paramagnetic	32	3.77e-06	6.30566e-07	0.0341788	2e-07	1e-07	1.8e-05	0.0003	9e-11	\N	2.26e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	3H6	165	0.036	8.5	14	b2fe5e03-fd30-4e96-b2b3-c825b7457dfb
Thulium	Tm	69	168.93421	9321	1818.15	2223.15	Solid	1818	2223	\N	\N	16.8	250	\N	\N	\N	56	17	1.33e-05	8560	1.8124e-05	4.71e+08	\N	5.2e+08	4.5e+10	3.1e+10	7.4e+10	0.21	\N	\N	3	1.25	50	\N	\N	4.1	3089	EU231-140-2	\N	\N	\N	\N	\N	f	\N	6	[Rn]5f147s2	Silver	\N	CAS7440-30-4	CID23961	Gmelin16307	\N	Conductor	1400000	7e-07	\N	Paramagnetic	25	1.99e-06	3.36179e-07	0.0185488	1e-08	2e-08	2.9e-06	4.5e-05	2e-11	\N	2.22e-10	\N	\N	P63/mmc	194	Inf	Inf	\N	2F7/2	105	0.025	8.5	15	2ad8076e-9a92-47fd-9440-b6265b649c8b
Ytterbium	Yb	70	173.04	6570	1092.15	1469.15	Solid	1092	1469	\N	\N	7.7	160	\N	240	\N	\N	39	2.63e-05	6210	2.6338e-05	3.43e+08	\N	2.06e+08	3.1e+10	9.9e+09	2.4e+10	0.21	\N	1590	3	\N	50	\N	\N	\N	\N	EU231-173-2	\N	\N	\N	RTECSVI9069000	\N	f	\N	6	[Kr]4d85s1	Silver	\N	CAS7440-64-4	CID23992	Gmelin16014	\N	Conductor	3600000	2.8e-07	\N	\N	\N	5.9e-09	1.02e-09	3.88e-05	2e-07	1e-07	1.8e-05	0.00028	8e-11	\N	2.22e-10	\N	\N	Fm_\n3m	225	Inf	Inf	\N	1S0	35	0.0076	8.5	16	5a34a169-c717-40a7-988d-ce2d2bf56d07
Lutetium	Lu	71	174.967	9841	1936.15	3675.15	Solid	1936	3675	\N	\N	22	415	\N	\N	\N	\N	16	9.9e-06	9300	1.7779e-05	8.93e+08	\N	1.16e+09	4.8e+10	2.7e+10	6.9e+10	0.26	\N	\N	3	1.27	50	\N	\N	4.1	3089	EU231-103-0	\N	\N	\N	\N	\N	d	3	6	[Rn]5f146d37s2	Silver	\N	CAS7439-94-3	CID23929	Gmelin16202	\N	Conductor	1800000	5.6e-07	0.1	\N	\N	1.2e-09	2.1e-10	1.18e-05	1e-08	1e-07	2.9e-06	5.6e-05	1.5e-11	\N	2.17e-10	1.6e-10	\N	P63/mmc	194	Inf	Inf	\N	2D3/2	84	0.022	8.5	17	08034f85-9b8c-4d3d-92e7-533d36f8e5ef
Hafnium	Hf	72	178.49	13310	2506.15	4876.15	Solid	2506	4876	\N	\N	25.5	630	\N	230	\N	\N	23	5.9e-06	12000	1.34102e-05	1.7e+09	5500000	1.76e+09	1.1e+11	3e+10	7.8e+10	0.37	\N	3010	4	1.3	0	\N	\N	4.2	2545	EU231-166-4	\N	\N	\N	RTECSEU9800000	\N	d	4	6	[Kr]4d105s2	Gray	\N	CAS7440-58-6	CID23986	Gmelin16293	\N	Conductor	3300000	3e-07	0.128	\N	\N	5.3e-09	9.46e-10	7.05e-05	7e-08	1e-07	1.7e-05	0.00033	8e-10	\N	2.08e-10	1.5e-10	\N	P63/mmc	194	Inf	Inf	\N	3F2	104	0.02	6	4	9f732aa8-7331-4744-abfa-95a075ed706a
Tantalum	Ta	73	180.9479	16650	3290.15	5731.15	Solid	3290	5731	\N	\N	36	735	\N	\N	\N	\N	57	6.3e-06	15000	1.08677e-05	8e+08	6500000	8.73e+08	2e+11	6.9e+10	1.86e+11	0.34	\N	3400	5	1.5	31	\N	\N	4.1	3089	EU231-135-5	\N	\N	\N	\N	\N	d	5	6	[Rn]5f146d67s2	Gray	\N	CAS7440-25-7	CID23956	Gmelin16312	\N	Conductor	7700000	1.3e-07	4.47	\N	\N	1.07e-08	1.936e-09	0.0001782	8e-09	\N	2e-06	0.00017	2e-10	\N	2e-10	1.38e-10	\N	Im_\n3m	229	Inf	Inf	\N	4F3/2	20.5	0.0041	6	5	0f21c0c8-1848-4c51-b7c9-ca2e85328aff
